gene	transcript	chromosome	strand	TSS source	primary TSS	secondary TSS
Agtr1a	P1P2	chr13	+	CAGE, matched peaks	(30336433, 30336450)	(30336381, 30336415)
Agtr1b	P1P2	chr3	-	CAGE, matched peaks	(20367170, 20367184)	(20367145, 20367157)
Agtr2	P1P2	chrX	+	CAGE, matched peaks	(21484607, 21484638)	(21484532, 21484547)
Agtrap	P1P2	chr4	-	CAGE, matched peaks	(148087961, 148088027)	(148088036, 148088056)
Agxt	P1P2	chr1	+	CAGE, matched peaks	(93135244, 93135256)	(93135244, 93135256)
Agxt2	P1P2	chr15	+	CAGE, matched peaks	(10358556, 10358598)	(10358525, 10358545)
Ahctf1	P1P2	chr1	-	CAGE, matched peaks	(179803625, 179803702)	(179803606, 179803624)
Ahcy	P1P2	chr2	-	CAGE, matched peaks	(155074456, 155074502)	(155074456, 155074502)
Ahcyl1	P1P2	chr3	-	CAGE, matched peaks	(107696462, 107696574)	(107696205, 107696216)
Ahcyl2	P1P2	chr6	+	CAGE, matched peaks	(29768473, 29768542)	(29768473, 29768542)
Ahdc1	P1P2	chr4	+	CAGE, matched peaks	(133011518, 133011546)	(133011794, 133011822)
Ahi1	P1P2	chr10	+	CAGE, matched peaks	(20952597, 20952683)	(20952582, 20952593)
Ahnak	P1P2	chr19	+	CAGE, matched peaks	(8989277, 8989295)	(8989277, 8989295)
Ahnak2	P1P2	chr12	-	CAGE, matched peaks	(112802646, 112802665)	(112802681, 112802693)
Ahr	P1P2	chr12	-	CAGE, matched peaks	(35534973, 35535058)	(35534611, 35534626)
Ahrr	P1P2	chr13	-	CAGE, matched peaks	(74292288, 74292338)	(74292288, 74292338)
Ahsa1	P1P2	chr12	+	CAGE, matched peaks	(87266696, 87266760)	(87266696, 87266760)
Ahsa2	P1P2	chr11	-	CAGE, matched peaks	(23497867, 23497962)	(23497979, 23497989)
Ahsg	P1P2	chr16	+	CAGE, matched peaks	(22892035, 22892051)	(22892035, 22892051)
Aicda	P1P2	chr6	+	CAGE, matched peaks	(122553799, 122553816)	(122553799, 122553816)
Aida	ENSMUST00000109166.2	chr1	+	Annotation	(183297059, 183297059)	(183297059, 183297059)
Aif1	P1P2	chr17	-	CAGE, matched peaks	(35172608, 35172638)	(35172608, 35172638)
Aif1l	P1P2	chr2	+	CAGE, matched peaks	(31950257, 31950281)	(31950307, 31950315)
Aifm1	P1P2	chrX	-	CAGE, matched peaks	(48513385, 48513438)	(48513518, 48513565)
Aifm2	P1P2	chr10	+	CAGE, matched peaks	(61715280, 61715328)	(61715280, 61715328)
Aifm3	P1P2	chr16	+	CAGE, matched peaks	(17489639, 17489683)	(17489600, 17489627)
Aig1	P1P2	chr10	-	CAGE, matched peaks	(13868779, 13868874)	(13868932, 13869004)
Aim1	P1P2	chr10	-	CAGE, matched peaks	(44004357, 44004385)	(44004357, 44004385)
Aim1l	P1P2	chr4	+	CAGE, matched peaks	(134065622, 134065674)	(134065866, 134065893)
Aim2	ENSMUST00000147604.1	chr1	+	Annotation	(173350878, 173350878)	(173350878, 173350878)
Aim2	ENSMUST00000166137.2	chr1	+	Annotation	(173455353, 173455353)	(173455353, 173455353)
Aimp1	P1P2	chr3	-	CAGE, matched peaks	(132683824, 132683856)	(132684061, 132684088)
Aimp2	P1P2	chr5	-	CAGE, matched peaks	(143909782, 143909841)	(143909782, 143909841)
Aip	P1P2	chr19	-	CAGE, matched peaks	(4121536, 4121581)	(4121438, 4121486)
Aipl1	P1P2	chr11	-	CAGE, matched peaks	(72037474, 72037495)	(72037513, 72037525)
Aire	P1P2	chr10	-	CAGE, matched peaks	(78043660, 78043696)	(78043607, 78043611)
Ajap1	P1P2	chr4	-	CAGE, matched peaks	(153482939, 153482972)	(153482768, 153482787)
Ajuba	P1P2	chr14	-	CAGE, primary peaks	(54577578, 54577612)	(54577543, 54577558)
Ak1	P1	chr2	+	CAGE, matched peaks	(32625444, 32625495)	(32625444, 32625495)
Ak1	P2	chr2	+	CAGE, matched peaks	(32628418, 32628462)	(32628418, 32628462)
Ak2	P1P2	chr4	+	CAGE, matched peaks	(128993292, 128993334)	(128993248, 128993290)
Ak3	P1P2	chr19	-	CAGE, matched peaks	(29047847, 29047977)	(29047832, 29047844)
Ak4	P1P2	chr4	+	CAGE, matched peaks	(101419696, 101419732)	(101419301, 101419332)
Ak5	P1P2	chr3	-	CAGE, matched peaks	(152668033, 152668102)	(152668135, 152668147)
Ak7	P1P2	chr12	+	CAGE, matched peaks	(105706107, 105706158)	(105705970, 105705987)
Ak8	P1P2	chr2	+	CAGE, matched peaks	(28700155, 28700187)	(28700155, 28700187)
Ak9	ENSMUST00000173494.2	chr10	+	Annotation	(41351710, 41351710)	(41351710, 41351710)
Ak9	ENSMUST00000173517.2	chr10	+	Annotation	(41303979, 41303979)	(41303979, 41303979)
Akap1	P1P2	chr11	-	CAGE, matched peaks	(88864534, 88864591)	(88864509, 88864527)
Akap10	P1P2	chr11	-	CAGE, matched peaks	(61930197, 61930243)	(61930246, 61930257)
Akap11	P1P2	chr14	-	CAGE, matched peaks	(78536762, 78536851)	(78536854, 78536879)
Akap12	P1P2	chr10	+	CAGE, matched peaks	(4266353, 4266374)	(4266323, 4266341)
Akap13	P1P2	chr7	+	CAGE, matched peaks	(75455547, 75455629)	(75455547, 75455629)
Akap14	P1P2	chrX	-	CAGE, matched peaks	(37168829, 37168854)	(37168829, 37168854)
Akap17b	P1P2	chrX	-	CAGE, matched peaks	(36645359, 36645414)	(36645318, 36645344)
Akap2	P1P2	chr4	+	CAGE, matched peaks	(57845240, 57845265)	(57845240, 57845265)
Akap3	P1P2	chr6	+	CAGE, matched peaks	(126853091, 126853116)	(126853091, 126853116)
Akap4	P1P2	chrX	+	CAGE, matched peaks	(7068208, 7068219)	(7067496, 7067515)
Akap5	P1P2	chr12	+	CAGE, matched peaks	(76324860, 76324898)	(76324910, 76324932)
Akap6	P1P2	chr12	+	CAGE, matched peaks	(52699297, 52699411)	(52699297, 52699411)
Akap7	ENSMUST00000041984.7	chr10	-	Annotation	(25299163, 25299163)	(25299163, 25299163)
Akap8	P1P2	chr17	-	CAGE, matched peaks	(32321118, 32321204)	(32321102, 32321116)
Akap8l	P1P2	chr17	-	CAGE, matched peaks	(32350535, 32350568)	(32350569, 32350600)
Akap9	P1P2	chr5	+	CAGE, matched peaks	(3928267, 3928300)	(3928033, 3928103)
Akip1	P1P2	chr7	+	CAGE, primary peaks	(109703672, 109703759)	(109703911, 109703936)
Akirin1	P1P2	chr4	-	CAGE, matched peaks	(123750236, 123750293)	(123750301, 123750306)
Akirin2	P1P2	chr4	+	CAGE, matched peaks	(34550587, 34550662)	(34550677, 34550688)
Akna	P1P2	chr4	-	CAGE, matched peaks	(63403330, 63403350)	(63403361, 63403376)
Aknad1	P1P2	chr3	+	CAGE, matched peaks	(108744366, 108744410)	(108744366, 108744410)
Akp3	P1P2	chr1	+	CAGE, matched peaks	(87124946, 87124960)	(87124946, 87124960)
Akr1a1	P1P2	chr4	-	CAGE, matched peaks	(116651596, 116651636)	(116651644, 116651665)
Akr1b10	P1P2	chr6	+	CAGE, matched peaks	(34384230, 34384335)	(34384213, 34384226)
Akr1b3	P1P2	chr6	-	CAGE, matched peaks	(34317442, 34317499)	(34317646, 34317676)
Akr1b7	P1P2	chr6	+	CAGE, matched peaks	(34412353, 34412373)	(34412353, 34412373)
Akr1b8	P1P2	chr6	+	CAGE, matched peaks	(34354155, 34354199)	(34354155, 34354199)
Akr1c12	P1P2	chr13	-	CAGE, matched peaks	(4279390, 4279409)	(4279357, 4279373)
Akr1c13	P1P2	chr13	+	CAGE, matched peaks	(4191163, 4191200)	(4191163, 4191200)
Akr1c14	P1	chr13	+	CAGE, matched peaks	(4059565, 4059586)	(4059565, 4059586)
Akr1c14	P2	chr13	+	CAGE, matched peaks	(4049001, 4049030)	(4049001, 4049030)
Akr1c18	P1P2	chr13	-	CAGE, matched peaks	(4150633, 4150653)	(4150659, 4150673)
Akr1c19	P1P2	chr13	+	CAGE, matched peaks	(4233730, 4233758)	(4233730, 4233758)
Akr1c20	P1P2	chr13	-	CAGE, matched peaks	(4523322, 4523355)	(4523322, 4523355)
Akr1c21	P1	chr13	+	CAGE, matched peaks	(4574075, 4574088)	(4574075, 4574088)
Akr1c21	P2	chr13	+	CAGE, matched peaks	(4577170, 4577179)	(4577170, 4577179)
Akr1c6	P1P2	chr13	+	CAGE, matched peaks	(4434337, 4434388)	(4434337, 4434388)
Akr1cl	P1P2	chr1	-	CAGE, matched peaks	(65032738, 65032754)	(65032738, 65032754)
Akr1d1	P1P2	chr6	+	CAGE, matched peaks	(37530204, 37530240)	(37530184, 37530198)
Akr1e1	P1P2	chr13	-	CAGE, matched peaks	(4609122, 4609189)	(4609198, 4609205)
Akr7a5	P1P2	chr4	+	CAGE, matched peaks	(139310732, 139310793)	(139310732, 139310793)
Akt1	P1P2	chr12	-	CAGE, matched peaks	(112674193, 112674275)	(112674343, 112674367)
Akt1s1	P1P2	chr7	+	CAGE, matched peaks	(44849216, 44849295)	(44849949, 44850026)
Akt2	P1	chr7	+	CAGE, matched peaks	(27591705, 27591778)	(27591705, 27591778)
Akt2	P2	chr7	+	CAGE, matched peaks	(27605801, 27605841)	(27605801, 27605841)
Akt3	P1P2	chr1	-	CAGE, matched peaks	(177258315, 177258438)	(177258182, 177258214)
Aktip	P1P2	chr8	-	CAGE, matched peaks	(91133949, 91134022)	(91134027, 91134038)
Alad	P1P2	chr4	-	CAGE, matched peaks	(62519885, 62519967)	(62520054, 62520079)
Alas1	P1P2	chr9	-	CAGE, matched peaks	(106247860, 106247874)	(106247903, 106247912)
Alas2	P1P2	chrX	+	CAGE, matched peaks	(150547437, 150547452)	(150547437, 150547452)
Alb	P1P2	chr5	+	CAGE, matched peaks	(90460892, 90460908)	(90460892, 90460908)
Alcam	P1P2	chr16	-	CAGE, matched peaks	(52452989, 52453013)	(52452958, 52452983)
Aldh16a1	P1P2	chr7	-	CAGE, matched peaks	(45154519, 45154572)	(45154504, 45154514)
Aldh18a1	P1P2	chr19	-	CAGE, matched peaks	(40588374, 40588426)	(40588338, 40588371)
Aldh1a1	P1P2	chr19	+	CAGE, matched peaks	(20601958, 20601974)	(20601958, 20601974)
Aldh1a2	P1P2	chr9	+	CAGE, matched peaks	(71215807, 71215831)	(71215779, 71215792)
Aldh1a3	P1P2	chr7	-	CAGE, matched peaks	(66427469, 66427483)	(66427469, 66427483)
Aldh1a7	P1P2	chr19	-	CAGE, matched peaks	(20727533, 20727568)	(20727533, 20727568)
Aldh1b1	P1P2	chr4	+	CAGE, matched peaks	(45799059, 45799149)	(45799016, 45799056)
Aldh1l1	P1P2	chr6	+	CAGE, matched peaks	(90550789, 90550849)	(90550753, 90550764)
Aldh1l2	P1P2	chr10	-	CAGE, matched peaks	(83534066, 83534127)	(83534049, 83534061)
Aldh2	P1P2	chr5	-	CAGE, matched peaks	(121593552, 121593603)	(121593482, 121593493)
Aldh3a1	P1P2	chr11	+	CAGE, matched peaks	(61208734, 61208747)	(61208549, 61208562)
Aldh3a2	P1P2	chr11	-	CAGE, matched peaks	(61267102, 61267134)	(61267141, 61267154)
Aldh3b1	P1P2	chr19	-	CAGE, matched peaks	(3929723, 3929765)	(3929767, 3929783)
Aldh3b2	P1P2	chr19	+	CAGE, matched peaks	(3972475, 3972503)	(3972475, 3972503)
Aldh4a1	P1P2	chr4	+	CAGE, matched peaks	(139623089, 139623134)	(139622842, 139622902)
Aldh5a1	P1P2	chr13	-	CAGE, matched peaks	(24937585, 24937691)	(24937585, 24937691)
Aldh6a1	P1P2	chr12	-	CAGE, matched peaks	(84450944, 84451018)	(84450944, 84451018)
Aldh7a1	P1	chr18	-	CAGE, matched peaks	(56562215, 56562254)	(56562215, 56562254)
Aldh7a1	P2	chr18	-	CAGE, matched peaks	(56572888, 56572945)	(56572888, 56572945)
Aldh8a1	P1P2	chr10	+	CAGE, matched peaks	(21377290, 21377327)	(21377290, 21377327)
Aldh9a1	P1P2	chr1	+	CAGE, matched peaks	(167350184, 167350234)	(167349976, 167350065)
Aldoa	P1P2	chr7	-	CAGE, matched peaks	(126800037, 126800054)	(126799163, 126799191)
Aldoart1	ENSMUST00000179234.1	chr4	-	CAGE, robust peak	(72852673, 72852683)	(72852600, 72852609)
Aldoart2	P1P2	chr12	+	CAGE, matched peaks	(55565565, 55565566)	(55565565, 55565566)
Aldob	P1P2	chr4	-	CAGE, matched peaks	(49549485, 49549514)	(49549523, 49549538)
Aldoc	P1P2	chr11	+	CAGE, matched peaks	(78323087, 78323112)	(78323120, 78323145)
Alg1	P1P2	chr16	+	CAGE, matched peaks	(5233615, 5233653)	(5233615, 5233653)
Alg10b	P1P2	chr15	+	CAGE, matched peaks	(90224293, 90224374)	(90224277, 90224291)
Alg11	P1P2	chr8	+	CAGE, matched peaks	(22060712, 22060732)	(22060712, 22060732)
Alg12	P1P2	chr15	-	CAGE, matched peaks	(88819279, 88819335)	(88819073, 88819117)
Alg13	P1P2	chrX	+	CAGE, matched peaks	(144317991, 144318034)	(144318065, 144318080)
Alg14	P1P2	chr3	+	CAGE, matched peaks	(121291725, 121291817)	(121291725, 121291817)
Alg2	P1P2	chr4	-	CAGE, matched peaks	(47474283, 47474349)	(47474283, 47474349)
Alg3	P1P2	chr16	-	CAGE, matched peaks	(20610741, 20610757)	(20610741, 20610757)
Alg5	P1P2	chr3	+	CAGE, matched peaks	(54735536, 54735586)	(54735536, 54735586)
Alg6	P1P2	chr4	+	CAGE, matched peaks	(99715640, 99715682)	(99715620, 99715635)
Alg8	P1P2	chr7	+	CAGE, matched peaks	(97371604, 97371640)	(97371592, 97371601)
Alg9	P1P2	chr9	+	CAGE, matched peaks	(50775279, 50775327)	(50775347, 50775369)
Alk	P1P2	chr17	-	CAGE, matched peaks	(72604633, 72604645)	(72604633, 72604645)
Alkbh1	P1P2	chr12	-	CAGE, matched peaks	(87443800, 87443850)	(87443800, 87443850)
Alkbh2	P1P2	chr5	-	CAGE, matched peaks	(114128171, 114128219)	(114128244, 114128247)
Alkbh3	P1P2	chr2	-	CAGE, matched peaks	(94010729, 94010764)	(94010816, 94010823)
Alkbh4	P1P2	chr5	+	CAGE, matched peaks	(136136137, 136136174)	(136136223, 136136256)
Alkbh5	P1P2	chr11	+	CAGE, matched peaks	(60537989, 60538074)	(60537661, 60537738)
Alkbh6	P1P2	chr7	+	CAGE, matched peaks	(30308772, 30308818)	(30308741, 30308758)
Alkbh7	P1P2	chr17	+	CAGE, matched peaks	(56997332, 56997365)	(56997332, 56997365)
Alkbh8	P1P2	chr9	+	CAGE, matched peaks	(3335470, 3335501)	(3335508, 3335531)
Allc	P1P2	chr12	-	CAGE, matched peaks	(28582517, 28582533)	(28582538, 28582559)
Alms1	P1P2	chr6	+	CAGE, matched peaks	(85587591, 85587630)	(85587638, 85587647)
Alox12	P1P2	chr11	-	CAGE, matched peaks	(70255329, 70255347)	(70255277, 70255286)
Alox12b	P1P2	chr11	+	CAGE, matched peaks	(69157032, 69157051)	(69157063, 69157081)
Alox12e	P1P2	chr11	-	CAGE, matched peaks	(70322520, 70322537)	(70322502, 70322514)
Alox15	P1	chr11	-	CAGE, matched peaks	(70352029, 70352032)	(70352029, 70352032)
Alox15	P2	chr11	-	CAGE, matched peaks	(70345702, 70345723)	(70345702, 70345723)
Alox5	P1P2	chr6	-	CAGE, matched peaks	(116461120, 116461140)	(116461151, 116461172)
Alox5ap	P1P2	chr5	+	CAGE, matched peaks	(149265035, 149265058)	(149265077, 149265088)
Alox8	P1P2	chr11	-	CAGE, matched peaks	(69197834, 69197838)	(69197834, 69197838)
Aloxe3	P1P2	chr11	+	CAGE, matched peaks	(69126218, 69126249)	(69126186, 69126210)
Alpi	P1P2	chr1	-	CAGE, matched peaks	(87101590, 87101617)	(87101630, 87101636)
Alpk1	P1P2	chr3	-	CAGE, matched peaks	(127780461, 127780529)	(127780461, 127780529)
Alpk2	P1P2	chr18	-	CAGE, matched peaks	(65393844, 65393922)	(65394008, 65394021)
Alpk3	P1P2	chr7	+	CAGE, matched peaks	(81057589, 81057603)	(81057583, 81057588)
Alpl	P1P2	chr4	-	CAGE, matched peaks	(137796308, 137796325)	(137796308, 137796325)
Alppl2	ENSMUST00000027455.6	chr1	-	Annotation	(87089927, 87089927)	(87089927, 87089927)
Als2	P1P2	chr1	-	CAGE, matched peaks	(59237175, 59237256)	(59237660, 59237685)
Als2cl	P1P2	chr9	+	CAGE, matched peaks	(110880286, 110880315)	(110880157, 110880187)
Als2cr11	P1P2	chr1	-	CAGE, matched peaks	(59094885, 59094903)	(59094885, 59094903)
Als2cr12	P1P2	chr1	-	CAGE, matched peaks	(58695944, 58695964)	(58695997, 58696010)
Alx1	P1P2	chr10	-	CAGE, matched peaks	(103028771, 103028782)	(103028603, 103028657)
Alx3	P1P2	chr3	+	CAGE, matched peaks	(107595138, 107595164)	(107595094, 107595110)
Alx4	P1P2	chr2	+	CAGE, matched peaks	(93642307, 93642334)	(93642629, 93642657)
Alyref	P1P2	chr11	-	CAGE, matched peaks	(120598346, 120598405)	(120598514, 120598518)
Alyref2	P1P2	chr1	+	CAGE, matched peaks	(171503625, 171503649)	(171503410, 171503456)
Amacr	P1P2	chr15	+	CAGE, matched peaks	(10981780, 10981805)	(10981747, 10981765)
Ambn	P1P2	chr5	+	CAGE, matched peaks	(88455988, 88455993)	(88455988, 88455993)
Ambp	P1P2	chr4	-	CAGE, matched peaks	(63154130, 63154150)	(63154130, 63154150)
Ambra1	P1P2	chr2	+	CAGE, matched peaks	(91730127, 91730197)	(91730303, 91730316)
Amd1	P1P2	chr10	-	CAGE, matched peaks	(40302186, 40302206)	(40302208, 40302219)
Amd2	ENSMUST00000080898.2	chr10	-	Annotation	(35711890, 35711890)	(35711890, 35711890)
Amdhd1	P1P2	chr10	-	CAGE, matched peaks	(93539971, 93540014)	(93540016, 93540027)
Amdhd2	P1P2	chr17	-	CAGE, matched peaks	(24163668, 24163771)	(24163618, 24163629)
Amelx	P1P2	chrX	-	CAGE, matched peaks	(169187205, 169187210)	(169187205, 169187210)
Amer1	P1P2	chrX	-	CAGE, primary peaks	(95444789, 95444829)	(95444842, 95444880)
Amer2	P1P2	chr14	+	CAGE, primary peaks	(60378295, 60378371)	(60378242, 60378292)
Amer3	P1P2	chr1	+	CAGE, primary peaks	(34579695, 34579751)	(34579662, 34579671)
Amfr	P1P2	chr8	-	CAGE, matched peaks	(94012558, 94012687)	(94012537, 94012554)
Amh	P1P2	chr10	+	CAGE, matched peaks	(80805233, 80805249)	(80805233, 80805249)
Amhr2	P1P2	chr15	+	CAGE, matched peaks	(102445387, 102445403)	(102445387, 102445403)
Amica1	P1P2	chr9	+	CAGE, matched peaks	(45079204, 45079236)	(45079170, 45079203)
Amigo1	P1P2	chr3	+	CAGE, matched peaks	(108186332, 108186407)	(108186290, 108186301)
Amigo2	P1P2	chr15	-	CAGE, matched peaks	(97247242, 97247257)	(97247306, 97247315)
Amigo3	P1P2	chr9	+	CAGE, matched peaks	(108053154, 108053165)	(108053166, 108053176)
Ammecr1	P1P2	chrX	-	CAGE, matched peaks	(142966709, 142966734)	(142966745, 142966762)
Ammecr1l	P1P2	chr18	+	CAGE, matched peaks	(31759888, 31759973)	(31759976, 31760003)
Amn	P1	chr12	+	CAGE, matched peaks	(111271089, 111271121)	(111271089, 111271121)
Amn	P2	chr12	+	CAGE, matched peaks	(111274655, 111274683)	(111274655, 111274683)
Amn1	P1P2	chr6	-	CAGE, matched peaks	(149188648, 149188725)	(149188622, 149188636)
Amot	P1P2	chrX	-	CAGE, matched peaks	(145505136, 145505159)	(145505175, 145505212)
Amotl1	P1P2	chr9	-	CAGE, matched peaks	(14614949, 14615034)	(14615473, 14615490)
Amotl2	P1P2	chr9	+	CAGE, matched peaks	(102717796, 102717815)	(102717717, 102717730)
Ampd1	P1P2	chr3	+	CAGE, matched peaks	(103074009, 103074033)	(103074035, 103074048)
Ampd2	P1	chr3	-	CAGE, matched peaks	(108086590, 108086707)	(108086590, 108086707)
Ampd2	P2	chr3	-	CAGE, matched peaks	(108085346, 108085412)	(108085346, 108085412)
Ampd3	P1	chr7	+	CAGE, matched peaks	(110773866, 110773934)	(110773866, 110773934)
Ampd3	P2	chr7	+	CAGE, matched peaks	(110777653, 110777697)	(110777653, 110777697)
Amph	P1P2	chr13	+	CAGE, matched peaks	(18948344, 18948417)	(18948201, 18948222)
Amt	P1P2	chr9	+	CAGE, matched peaks	(108296874, 108296937)	(108296709, 108296752)
Amtn	P1P2	chr5	+	CAGE, matched peaks	(88376105, 88376109)	(88376141, 88376147)
Amy1	P1	chr3	-	CAGE, matched peaks	(113577743, 113577756)	(113577743, 113577756)
Amy1	P2	chr3	-	CAGE, matched peaks	(113574758, 113574774)	(113574758, 113574774)
Amy2a1	P1P2	chr3	-	CAGE, matched peaks	(113532288, 113532291)	(113532288, 113532291)
Amy2a2	ENSMUST00000098667.3	chr3	-	Annotation	(113356657, 113356657)	(113356657, 113356657)
Amy2a3	ENSMUST00000179314.1	chr3	-	Annotation	(113324051, 113324051)	(113324051, 113324051)
Amy2a4	ENSMUST00000179568.1	chr3	-	Annotation	(113291448, 113291448)	(113291448, 113291448)
Amy2a5	ENSMUST00000098673.3	chr3	-	Annotation	(113258836, 113258836)	(113258836, 113258836)
Amz1	P1	chr5	+	CAGE, matched peaks	(140724085, 140724112)	(140724085, 140724112)
Amz1	P2	chr5	+	CAGE, matched peaks	(140735599, 140735615)	(140735599, 140735615)
Amz2	P1P2	chr11	+	CAGE, matched peaks	(109425967, 109426010)	(109426154, 109426222)
Anapc1	P1P2	chr2	-	CAGE, matched peaks	(128687357, 128687396)	(128687400, 128687411)
Anapc10	P1P2	chr8	+	CAGE, matched peaks	(79711833, 79711884)	(79711792, 79711827)
Anapc11	P1P2	chr11	+	CAGE, matched peaks	(120598454, 120598518)	(120598641, 120598678)
Anapc13	P1P2	chr9	+	CAGE, matched peaks	(102626278, 102626328)	(102626278, 102626328)
Anapc15	P1P2	chr7	+	CAGE, primary peaks	(101896372, 101896431)	(101896817, 101896850)
Anapc15-ps	P1P2	chr10	-	CAGE, primary peaks	(95673465, 95673481)	(95673465, 95673481)
Anapc16	P1P2	chr10	-	CAGE, matched peaks	(60003056, 60003136)	(60003034, 60003048)
Anapc2	P1P2	chr2	+	CAGE, matched peaks	(25272487, 25272517)	(25272462, 25272473)
Anapc4	P1P2	chr5	+	CAGE, matched peaks	(52834114, 52834167)	(52834045, 52834112)
Anapc5	P1P2	chr5	-	CAGE, matched peaks	(122821258, 122821292)	(122821298, 122821315)
Anapc7	P1P2	chr5	+	CAGE, matched peaks	(122422440, 122422495)	(122422496, 122422520)
Ang	P1	chr14	+	CAGE, matched peaks	(51096388, 51096408)	(51096388, 51096408)
Ang	P2	chr14	+	CAGE, matched peaks	(51091089, 51091160)	(51091089, 51091160)
Ang2	ENSMUST00000051274.1	chr14	-	Annotation	(51195922, 51195922)	(51195922, 51195922)
Ang4	P1P2	chr14	-	CAGE, matched peaks	(51773578, 51773596)	(51773578, 51773596)
Ang5	P1P2	chr14	+	CAGE, matched peaks	(43957038, 43957039)	(43957038, 43957039)
Ang6	ENSMUST00000096869.2	chr14	-	Annotation	(44002268, 44002268)	(44002268, 44002268)
Angel1	P1P2	chr12	-	CAGE, matched peaks	(86726387, 86726438)	(86726439, 86726475)
Angel2	P1P2	chr1	+	CAGE, matched peaks	(190928573, 190928652)	(190928501, 190928550)
Angpt1	P1P2	chr15	-	CAGE, matched peaks	(42676812, 42676827)	(42676898, 42676931)
Angpt2	P1P2	chr8	-	CAGE, matched peaks	(18741542, 18741566)	(18741503, 18741525)
Angpt4	P1P2	chr2	+	CAGE, matched peaks	(151911204, 151911212)	(151911204, 151911212)
Angptl1	P1P2	chr1	+	CAGE, matched peaks	(156838915, 156838978)	(156838903, 156838912)
Angptl2	P1P2	chr2	+	CAGE, matched peaks	(33216051, 33216084)	(33216090, 33216106)
Angptl3	P1P2	chr4	+	CAGE, matched peaks	(99030946, 99030961)	(99030907, 99030944)
Angptl4	P1P2	chr17	-	CAGE, matched peaks	(33781535, 33781550)	(33781535, 33781550)
Angptl6	P1P2	chr9	-	CAGE, matched peaks	(20879718, 20879738)	(20879743, 20879748)
Angptl7	P1P2	chr4	-	CAGE, matched peaks	(148500449, 148500466)	(148500449, 148500466)
Ank	P1P2	chr15	+	CAGE, matched peaks	(27466647, 27466696)	(27466837, 27466862)
Ank1	P1P2	chr8	+	CAGE, matched peaks	(23035116, 23035185)	(23035116, 23035185)
Ank2	ENSMUST00000182726.1,ENSMUST00000182662.1	chr3	-	CAGE, robust peak	(127226016, 127226021)	(127225894, 127225915)
Ank3	P1P2	chr10	+	CAGE, matched peaks	(69533803, 69533848)	(69533803, 69533848)
Ankar	P1P2	chr1	-	CAGE, matched peaks	(72700558, 72700584)	(72700544, 72700556)
Ankdd1a	ENSMUST00000061766.5	chr9	-	Annotation	(65516998, 65516998)	(65516998, 65516998)
Ankdd1b	ENSMUST00000055607.5	chr13	-	CAGE, robust peak	(96471214, 96471224)	(96471162, 96471165)
Ankef1	P1P2	chr2	+	CAGE, primary peaks	(136532266, 136532287)	(136532180, 136532215)
Ankfn1	P1P2	chr11	-	CAGE, matched peaks	(89538620, 89538647)	(89538620, 89538647)
Ankfy1	P1P2	chr11	+	CAGE, matched peaks	(72689997, 72690015)	(72689997, 72690015)
Ankhd1	P1P2	chr18	+	CAGE, matched peaks	(36560581, 36560620)	(36560630, 36560657)
Ankib1	P1P2	chr5	-	CAGE, matched peaks	(3803081, 3803119)	(3803062, 3803079)
Ankk1	P1P2	chr9	-	CAGE, matched peaks	(49426969, 49426974)	(49427040, 49427057)
Ankle1	P1P2	chr8	+	CAGE, matched peaks	(71406003, 71406050)	(71406003, 71406050)
Ankle2	P1P2	chr5	+	CAGE, matched peaks	(110230975, 110231099)	(110231117, 110231133)
Ankmy1	P1P2	chr1	-	CAGE, matched peaks	(92902883, 92902921)	(92902925, 92902932)
Ankmy2	P1P2	chr12	+	CAGE, matched peaks	(36157167, 36157238)	(36157151, 36157157)
Ankra2	P1P2	chr13	+	CAGE, matched peaks	(98263105, 98263177)	(98263262, 98263302)
Ankrd1	P1P2	chr19	-	CAGE, matched peaks	(36119833, 36119847)	(36119833, 36119847)
Ankrd10	P1P2	chr8	-	CAGE, matched peaks	(11635745, 11635765)	(11635693, 11635723)
Ankrd11	ENSMUST00000098334.5	chr8	-	Annotation	(122974792, 122974792)	(122974792, 122974792)
Ankrd12	P1P2	chr17	-	CAGE, matched peaks	(66077033, 66077081)	(66077084, 66077091)
Ankrd13a	P1P2	chr5	+	CAGE, matched peaks	(114774939, 114774957)	(114774674, 114774705)
Ankrd13b	P1P2	chr11	-	CAGE, matched peaks	(77490010, 77490055)	(77489670, 77489687)
Ankrd13c	P1P2	chr3	+	CAGE, matched peaks	(157946954, 157946993)	(157947213, 157947244)
Ankrd13d	P1P2	chr19	-	CAGE, matched peaks	(4283085, 4283142)	(4283144, 4283154)
Ankrd16	P1P2	chr2	+	CAGE, matched peaks	(11778480, 11778586)	(11777912, 11777939)
Ankrd17	P1P2	chr5	-	CAGE, matched peaks	(90366176, 90366192)	(90366504, 90366609)
Ankrd2	P1P2	chr19	+	CAGE, matched peaks	(42036025, 42036032)	(42036025, 42036032)
Ankrd22	P1P2	chr19	-	CAGE, matched peaks	(34166037, 34166092)	(34165917, 34165951)
Ankrd23	P1P2	chr1	-	CAGE, matched peaks	(36535719, 36535764)	(36535719, 36535764)
Ankrd24	P1P2	chr10	+	CAGE, matched peaks	(81633694, 81633710)	(81633694, 81633710)
Ankrd26	P1P2	chr6	-	CAGE, matched peaks	(118562226, 118562280)	(118562204, 118562216)
