sgId	Sublibrary	gene_name	length	pam coordinate	pass_score	position	strand	transcript_list
Apoptosis+Cancer+Other_Cancer=COL1A1_+_48279312.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	COL1A1	24	48279312	e39m1	48279312	+	['all']
Apoptosis+Cancer+Other_Cancer=COL1A1_-_48279065.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	COL1A1	23	48279065	e39m1	48279065	-	['all']
Apoptosis+Cancer+Other_Cancer=COL1A1_-_48279241.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	COL1A1	24	48279241	e39m1	48279241	-	['all']
Apoptosis+Cancer+Other_Cancer=COL1A1_-_48279269.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	COL1A1	24	48279269	e39m1	48279269	-	['all']
Apoptosis+Cancer+Other_Cancer=COL1A1_-_48279280.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	COL1A1	23	48279280	e39m1	48279280	-	['all']
Apoptosis+Cancer+Other_Cancer=COL1A1_-_48279287.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	COL1A1	23	48279287	e39m1	48279287	-	['all']
Apoptosis+Cancer+Other_Cancer=COL1A1_-_48279376.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	COL1A1	24	48279376	e39m1	48279376	-	['all']
Drug_Targets+Kinase_Phosphatase=COL2A1_+_48398322.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	COL2A1	24	48398322	e39m1	48398322	+	['all']
Drug_Targets+Kinase_Phosphatase=COL2A1_+_48398347.23-all~e39m1	Drug_Targets+Kinase_Phosphatase	COL2A1	23	48398347	e39m1	48398347	+	['all']
Drug_Targets+Kinase_Phosphatase=COL2A1_+_48398376.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	COL2A1	24	48398376	e39m1	48398376	+	['all']
Drug_Targets+Kinase_Phosphatase=COL2A1_+_48398427.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	COL2A1	24	48398427	e39m1	48398427	+	['all']
Drug_Targets+Kinase_Phosphatase=COL2A1_+_48398458.23-all~e39m1	Drug_Targets+Kinase_Phosphatase	COL2A1	23	48398458	e39m1	48398458	+	['all']
Drug_Targets+Kinase_Phosphatase=COL2A1_+_48398463.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	COL2A1	24	48398463	e39m1	48398463	+	['all']
Drug_Targets+Kinase_Phosphatase=COL2A1_+_48398512.23-all~e39m1	Drug_Targets+Kinase_Phosphatase	COL2A1	23	48398512	e39m1	48398512	+	['all']
Drug_Targets+Kinase_Phosphatase=COL2A1_-_48398381.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	COL2A1	24	48398381	e39m1	48398381	-	['all']
Drug_Targets+Kinase_Phosphatase=COL2A1_-_48398393.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	COL2A1	24	48398393	e39m1	48398393	-	['all']
Drug_Targets+Kinase_Phosphatase=COL2A1_-_48398556.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	COL2A1	24	48398556	e39m1	48398556	-	['all']
Drug_Targets+Kinase_Phosphatase=CPD_+_28705751.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	CPD	24	28705751	e39m1	28705751	+	['all']
Drug_Targets+Kinase_Phosphatase=CPD_+_28705839.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	CPD	24	28705839	e39m1	28705839	+	['all']
Drug_Targets+Kinase_Phosphatase=CPD_+_28705846.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	CPD	24	28705846	e39m1	28705846	+	['all']
Drug_Targets+Kinase_Phosphatase=CPD_-_28705668.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	CPD	24	28705668	e39m1	28705668	-	['all']
Drug_Targets+Kinase_Phosphatase=CPD_-_28705729.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	CPD	24	28705729	e39m1	28705729	-	['all']
Drug_Targets+Kinase_Phosphatase=CPD_-_28705762.23-all~e39m1	Drug_Targets+Kinase_Phosphatase	CPD	23	28705762	e39m1	28705762	-	['all']
Drug_Targets+Kinase_Phosphatase=CPD_-_28705792.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	CPD	24	28705792	e39m1	28705792	-	['all']
Drug_Targets+Kinase_Phosphatase=CPD_-_28705815.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	CPD	24	28705815	e39m1	28705815	-	['all']
Drug_Targets+Kinase_Phosphatase=CPD_-_28705822.24-all~e39m1	Drug_Targets+Kinase_Phosphatase	CPD	24	28705822	e39m1	28705822	-	['all']
Drug_Targets+Kinase_Phosphatase=CPD_-_28705833.22-all~e39m1	Drug_Targets+Kinase_Phosphatase	CPD	22	28705833	e39m1	28705833	-	['all']
Unassigned=CRTC3_+_91072899.24-all~e39m1	Unassigned	CRTC3	24	91072899	e39m1	91072899	+	['all']
Unassigned=CRTC3_+_91072921.24-all~e39m1	Unassigned	CRTC3	24	91072921	e39m1	91072921	+	['all']
Unassigned=CRTC3_+_91072953.24-all~e39m1	Unassigned	CRTC3	24	91072953	e39m1	91072953	+	['all']
Unassigned=CRTC3_+_91073039.23-all~e39m1	Unassigned	CRTC3	23	91073039	e39m1	91073039	+	['all']
Unassigned=CRTC3_+_91073061.23-all~e39m1	Unassigned	CRTC3	23	91073061	e39m1	91073061	+	['all']
Unassigned=CRTC3_-_91072971.24-all~e39m1	Unassigned	CRTC3	24	91072971	e39m1	91072971	-	['all']
Unassigned=CRTC3_-_91072991.23-all~e39m1	Unassigned	CRTC3	23	91072991	e39m1	91072991	-	['all']
Unassigned=CRTC3_-_91073024.22-all~e39m1	Unassigned	CRTC3	22	91073024	e39m1	91073024	-	['all']
Unassigned=CRTC3_-_91073031.24-all~e39m1	Unassigned	CRTC3	24	91073031	e39m1	91073031	-	['all']
Apoptosis+Cancer+Other_Cancer=CSRNP1_+_39195133.24-ENST00000273153.5~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	24	39195133	e39m1	39195133	+	['ENST00000273153.5']
Apoptosis+Cancer+Other_Cancer=CSRNP1_+_39195208.24-ENST00000273153.5~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	24	39195208	e39m1	39195208	+	['ENST00000273153.5']
Apoptosis+Cancer+Other_Cancer=CSRNP1_+_39195248.24-ENST00000273153.5~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	24	39195248	e39m1	39195248	+	['ENST00000273153.5']
Apoptosis+Cancer+Other_Cancer=CSRNP1_+_39195319.24-ENST00000273153.5~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	24	39195319	e39m1	39195319	+	['ENST00000273153.5']
Apoptosis+Cancer+Other_Cancer=CSRNP1_+_39195343.24-ENST00000273153.5~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	24	39195343	e39m1	39195343	+	['ENST00000273153.5']
Apoptosis+Cancer+Other_Cancer=CSRNP1_+_39195366.24-ENST00000273153.5~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	24	39195366	e39m1	39195366	+	['ENST00000273153.5']
Apoptosis+Cancer+Other_Cancer=CSRNP1_+_39195375.23-ENST00000273153.5~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	23	39195375	e39m1	39195375	+	['ENST00000273153.5']
Apoptosis+Cancer+Other_Cancer=CSRNP1_+_39195429.24-ENST00000273153.5~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	24	39195429	e39m1	39195429	+	['ENST00000273153.5']
Apoptosis+Cancer+Other_Cancer=CSRNP1_+_39195435.23-ENST00000273153.5~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	23	39195435	e39m1	39195435	+	['ENST00000273153.5']
Apoptosis+Cancer+Other_Cancer=CSRNP1_+_39196117.25-ENST00000514182.1~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	25	39196117	e39m1	39196117	+	['ENST00000514182.1']
Apoptosis+Cancer+Other_Cancer=CSRNP1_+_39196145.23-ENST00000514182.1~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	23	39196145	e39m1	39196145	+	['ENST00000514182.1']
Apoptosis+Cancer+Other_Cancer=CSRNP1_+_39196217.24-ENST00000514182.1~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	24	39196217	e39m1	39196217	+	['ENST00000514182.1']
Apoptosis+Cancer+Other_Cancer=CSRNP1_+_39196322.24-ENST00000514182.1~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	24	39196322	e39m1	39196322	+	['ENST00000514182.1']
Apoptosis+Cancer+Other_Cancer=CSRNP1_+_39196370.25-ENST00000514182.1~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	25	39196370	e39m1	39196370	+	['ENST00000514182.1']
Apoptosis+Cancer+Other_Cancer=CSRNP1_-_39195350.23-ENST00000273153.5~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	23	39195350	e39m1	39195350	-	['ENST00000273153.5']
Apoptosis+Cancer+Other_Cancer=CSRNP1_-_39196126.25-ENST00000514182.1~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	25	39196126	e39m1	39196126	-	['ENST00000514182.1']
Apoptosis+Cancer+Other_Cancer=CSRNP1_-_39196270.25-ENST00000514182.1~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	25	39196270	e39m1	39196270	-	['ENST00000514182.1']
Apoptosis+Cancer+Other_Cancer=CSRNP1_-_39196283.23-ENST00000514182.1~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	23	39196283	e39m1	39196283	-	['ENST00000514182.1']
Apoptosis+Cancer+Other_Cancer=CSRNP1_-_39196304.23-ENST00000514182.1~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	23	39196304	e39m1	39196304	-	['ENST00000514182.1']
Apoptosis+Cancer+Other_Cancer=CSRNP1_-_39196450.24-ENST00000514182.1~e39m1	Apoptosis+Cancer+Other_Cancer	CSRNP1	24	39196450	e39m1	39196450	-	['ENST00000514182.1']
Apoptosis+Cancer+Other_Cancer=DLGAP5_-_55658468.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	DLGAP5	24	55658468	e39m1	55658468	-	['all']
Apoptosis+Cancer+Other_Cancer=DLGAP5_-_55658481.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	DLGAP5	25	55658481	e39m1	55658481	-	['all']
Apoptosis+Cancer+Other_Cancer=DLGAP5_-_55658491.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	DLGAP5	24	55658491	e39m1	55658491	-	['all']
Apoptosis+Cancer+Other_Cancer=DLGAP5_-_55658496.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	DLGAP5	24	55658496	e39m1	55658496	-	['all']
Apoptosis+Cancer+Other_Cancer=DLGAP5_-_55658507.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	DLGAP5	23	55658507	e39m1	55658507	-	['all']
Apoptosis+Cancer+Other_Cancer=DLGAP5_-_55658520.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	DLGAP5	23	55658520	e39m1	55658520	-	['all']
Apoptosis+Cancer+Other_Cancer=DLGAP5_-_55658530.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	DLGAP5	24	55658530	e39m1	55658530	-	['all']
Apoptosis+Cancer+Other_Cancer=DLGAP5_-_55658553.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	DLGAP5	23	55658553	e39m1	55658553	-	['all']
Apoptosis+Cancer+Other_Cancer=DLGAP5_-_55658588.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	DLGAP5	25	55658588	e39m1	55658588	-	['all']
Apoptosis+Cancer+Other_Cancer=DLGAP5_-_55658612.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	DLGAP5	25	55658612	e39m1	55658612	-	['all']
Stress_Proteostasis=DLX2_+_172967798.24-all~e39m1	Stress_Proteostasis	DLX2	24	172967798	e39m1	172967798	+	['all']
Stress_Proteostasis=DLX2_+_172967963.24-all~e39m1	Stress_Proteostasis	DLX2	24	172967963	e39m1	172967963	+	['all']
Stress_Proteostasis=DLX2_-_172967732.23-all~e39m1	Stress_Proteostasis	DLX2	23	172967732	e39m1	172967732	-	['all']
Stress_Proteostasis=DLX2_-_172967747.23-all~e39m1	Stress_Proteostasis	DLX2	23	172967747	e39m1	172967747	-	['all']
Stress_Proteostasis=DLX2_-_172967763.23-all~e39m1	Stress_Proteostasis	DLX2	23	172967763	e39m1	172967763	-	['all']
Stress_Proteostasis=DLX2_-_172967775.24-all~e39m1	Stress_Proteostasis	DLX2	24	172967775	e39m1	172967775	-	['all']
Stress_Proteostasis=DLX2_-_172967845.24-all~e39m1	Stress_Proteostasis	DLX2	24	172967845	e39m1	172967845	-	['all']
Stress_Proteostasis=DLX2_-_172967867.23-all~e39m1	Stress_Proteostasis	DLX2	23	172967867	e39m1	172967867	-	['all']
Stress_Proteostasis=DLX2_-_172967897.24-all~e39m1	Stress_Proteostasis	DLX2	24	172967897	e39m1	172967897	-	['all']
Stress_Proteostasis=DLX2_-_172967996.23-all~e39m1	Stress_Proteostasis	DLX2	23	172967996	e39m1	172967996	-	['all']
Apoptosis+Cancer+Other_Cancer=DUSP9_+_152907599.24-ENST00000370167.4~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	24	152907599	e39m1	152907599	+	['ENST00000370167.4']
Apoptosis+Cancer+Other_Cancer=DUSP9_+_152907780.23-ENST00000370167.4~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	23	152907780	e39m1	152907780	+	['ENST00000370167.4']
Apoptosis+Cancer+Other_Cancer=DUSP9_+_152907790.24-ENST00000370167.4~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	24	152907790	e39m1	152907790	+	['ENST00000370167.4']
Apoptosis+Cancer+Other_Cancer=DUSP9_+_152912251.23-ENST00000342782.3~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	23	152912251	e39m1	152912251	+	['ENST00000342782.3']
Apoptosis+Cancer+Other_Cancer=DUSP9_+_152912261.22-ENST00000342782.3~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	22	152912261	e39m1	152912261	+	['ENST00000342782.3']
Apoptosis+Cancer+Other_Cancer=DUSP9_+_152912329.24-ENST00000342782.3~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	24	152912329	e39m1	152912329	+	['ENST00000342782.3']
Apoptosis+Cancer+Other_Cancer=DUSP9_+_152912433.24-ENST00000342782.3~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	24	152912433	e39m1	152912433	+	['ENST00000342782.3']
Apoptosis+Cancer+Other_Cancer=DUSP9_+_152912465.24-ENST00000342782.3~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	24	152912465	e39m1	152912465	+	['ENST00000342782.3']
Apoptosis+Cancer+Other_Cancer=DUSP9_+_152912494.24-ENST00000342782.3~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	24	152912494	e39m1	152912494	+	['ENST00000342782.3']
Apoptosis+Cancer+Other_Cancer=DUSP9_+_152912501.24-ENST00000342782.3~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	24	152912501	e39m1	152912501	+	['ENST00000342782.3']
Apoptosis+Cancer+Other_Cancer=DUSP9_+_152912541.24-ENST00000342782.3~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	24	152912541	e39m1	152912541	+	['ENST00000342782.3']
Apoptosis+Cancer+Other_Cancer=DUSP9_+_152912564.22-ENST00000342782.3~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	22	152912564	e39m1	152912564	+	['ENST00000342782.3']
Apoptosis+Cancer+Other_Cancer=DUSP9_-_152907636.24-ENST00000370167.4~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	24	152907636	e39m1	152907636	-	['ENST00000370167.4']
Apoptosis+Cancer+Other_Cancer=DUSP9_-_152907653.25-ENST00000370167.4~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	25	152907653	e39m1	152907653	-	['ENST00000370167.4']
Apoptosis+Cancer+Other_Cancer=DUSP9_-_152907667.25-ENST00000370167.4~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	25	152907667	e39m1	152907667	-	['ENST00000370167.4']
Apoptosis+Cancer+Other_Cancer=DUSP9_-_152907672.24-ENST00000370167.4~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	24	152907672	e39m1	152907672	-	['ENST00000370167.4']
Apoptosis+Cancer+Other_Cancer=DUSP9_-_152907695.24-ENST00000370167.4~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	24	152907695	e39m1	152907695	-	['ENST00000370167.4']
Apoptosis+Cancer+Other_Cancer=DUSP9_-_152907842.24-ENST00000370167.4~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	24	152907842	e39m1	152907842	-	['ENST00000370167.4']
Apoptosis+Cancer+Other_Cancer=DUSP9_-_152907913.25-ENST00000370167.4~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	25	152907913	e39m1	152907913	-	['ENST00000370167.4']
Apoptosis+Cancer+Other_Cancer=DUSP9_-_152912579.24-ENST00000342782.3~e39m1	Apoptosis+Cancer+Other_Cancer	DUSP9	24	152912579	e39m1	152912579	-	['ENST00000342782.3']
Apoptosis+Cancer+Other_Cancer=EEF1A1_+_74230818.21-ENST00000316292.9~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	21	74230818	e39m1	74230818	+	['ENST00000316292.9']
Apoptosis+Cancer+Other_Cancer=EEF1A1_+_74230838.24-ENST00000316292.9~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	24	74230838	e39m1	74230838	+	['ENST00000316292.9']
Apoptosis+Cancer+Other_Cancer=EEF1A1_+_74230894.24-ENST00000316292.9~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	24	74230894	e39m1	74230894	+	['ENST00000316292.9']
Apoptosis+Cancer+Other_Cancer=EEF1A1_+_74230931.24-ENST00000316292.9~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	24	74230931	e39m1	74230931	+	['ENST00000316292.9']
Apoptosis+Cancer+Other_Cancer=EEF1A1_+_74230945.23-ENST00000316292.9~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	23	74230945	e39m1	74230945	+	['ENST00000316292.9']
Apoptosis+Cancer+Other_Cancer=EEF1A1_+_74230972.23-ENST00000316292.9~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	23	74230972	e39m1	74230972	+	['ENST00000316292.9']
Apoptosis+Cancer+Other_Cancer=EEF1A1_+_74231361.23-ENST00000309268.6~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	23	74231361	e39m1	74231361	+	['ENST00000309268.6']
Apoptosis+Cancer+Other_Cancer=EEF1A1_+_74231436.22-ENST00000309268.6~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	22	74231436	e39m1	74231436	+	['ENST00000309268.6']
Apoptosis+Cancer+Other_Cancer=EEF1A1_+_74231494.26-ENST00000309268.6,ENST00000331523.2~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	26	74231494	e39m1	74231494	+	['ENST00000309268.6', 'ENST00000331523.2']
Apoptosis+Cancer+Other_Cancer=EEF1A1_+_74231509.25-ENST00000309268.6,ENST00000331523.2~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	25	74231509	e39m1	74231509	+	['ENST00000309268.6', 'ENST00000331523.2']
Apoptosis+Cancer+Other_Cancer=EEF1A1_+_74231533.27-ENST00000309268.6,ENST00000331523.2~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	27	74231533	e39m1	74231533	+	['ENST00000309268.6', 'ENST00000331523.2']
Apoptosis+Cancer+Other_Cancer=EEF1A1_+_74231571.24-ENST00000309268.6,ENST00000331523.2~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	24	74231571	e39m1	74231571	+	['ENST00000309268.6', 'ENST00000331523.2']
Apoptosis+Cancer+Other_Cancer=EEF1A1_+_74231589.26-ENST00000309268.6,ENST00000331523.2~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	26	74231589	e39m1	74231589	+	['ENST00000309268.6', 'ENST00000331523.2']
Apoptosis+Cancer+Other_Cancer=EEF1A1_+_74231618.26-ENST00000309268.6,ENST00000331523.2~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	26	74231618	e39m1	74231618	+	['ENST00000309268.6', 'ENST00000331523.2']
Apoptosis+Cancer+Other_Cancer=EEF1A1_+_74231745.25-ENST00000331523.2~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	25	74231745	e39m1	74231745	+	['ENST00000331523.2']
Apoptosis+Cancer+Other_Cancer=EEF1A1_+_74231815.25-ENST00000331523.2~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	25	74231815	e39m1	74231815	+	['ENST00000331523.2']
Apoptosis+Cancer+Other_Cancer=EEF1A1_-_74231026.23-ENST00000316292.9~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	23	74231026	e39m1	74231026	-	['ENST00000316292.9']
Apoptosis+Cancer+Other_Cancer=EEF1A1_-_74231041.24-ENST00000316292.9~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	24	74231041	e39m1	74231041	-	['ENST00000316292.9']
Apoptosis+Cancer+Other_Cancer=EEF1A1_-_74231063.23-ENST00000316292.9~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	23	74231063	e39m1	74231063	-	['ENST00000316292.9']
Apoptosis+Cancer+Other_Cancer=EEF1A1_-_74231118.23-ENST00000316292.9~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	23	74231118	e39m1	74231118	-	['ENST00000316292.9']
Apoptosis+Cancer+Other_Cancer=EEF1A1_-_74231451.22-ENST00000309268.6~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	22	74231451	e39m1	74231451	-	['ENST00000309268.6']
Apoptosis+Cancer+Other_Cancer=EEF1A1_-_74231576.26-ENST00000309268.6,ENST00000331523.2~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	26	74231576	e39m1	74231576	-	['ENST00000309268.6', 'ENST00000331523.2']
Apoptosis+Cancer+Other_Cancer=EEF1A1_-_74231786.27-ENST00000331523.2~e39m1	Apoptosis+Cancer+Other_Cancer	EEF1A1	27	74231786	e39m1	74231786	-	['ENST00000331523.2']
Gene_Expression=EGR1_+_137800818.23-all~e39m1	Gene_Expression	EGR1	23	137800818	e39m1	137800818	+	['all']
Gene_Expression=EGR1_+_137801005.23-all~e39m1	Gene_Expression	EGR1	23	137801005	e39m1	137801005	+	['all']
Gene_Expression=EGR1_-_137800817.22-all~e39m1	Gene_Expression	EGR1	22	137800817	e39m1	137800817	-	['all']
Gene_Expression=EGR1_-_137800849.24-all~e39m1	Gene_Expression	EGR1	24	137800849	e39m1	137800849	-	['all']
Gene_Expression=EGR1_-_137800892.23-all~e39m1	Gene_Expression	EGR1	23	137800892	e39m1	137800892	-	['all']
Gene_Expression=EGR1_-_137801018.24-all~e39m1	Gene_Expression	EGR1	24	137801018	e39m1	137801018	-	['all']
Gene_Expression=EGR1_-_137801023.23-all~e39m1	Gene_Expression	EGR1	23	137801023	e39m1	137801023	-	['all']
Gene_Expression=EGR1_-_137801093.24-all~e39m1	Gene_Expression	EGR1	24	137801093	e39m1	137801093	-	['all']
Gene_Expression=EGR1_-_137801114.23-all~e39m1	Gene_Expression	EGR1	23	137801114	e39m1	137801114	-	['all']
Gene_Expression=ELMSAN1_+_74227060.24-ENST00000286523.5~e39m1	Gene_Expression	ELMSAN1	24	74227060	e39m1	74227060	+	['ENST00000286523.5']
Gene_Expression=ELMSAN1_+_74227119.24-ENST00000286523.5~e39m1	Gene_Expression	ELMSAN1	24	74227119	e39m1	74227119	+	['ENST00000286523.5']
Gene_Expression=ELMSAN1_+_74227135.24-ENST00000286523.5~e39m1	Gene_Expression	ELMSAN1	24	74227135	e39m1	74227135	+	['ENST00000286523.5']
Gene_Expression=ELMSAN1_+_74227182.24-ENST00000286523.5~e39m1	Gene_Expression	ELMSAN1	24	74227182	e39m1	74227182	+	['ENST00000286523.5']
Gene_Expression=ELMSAN1_+_74227204.24-ENST00000286523.5~e39m1	Gene_Expression	ELMSAN1	24	74227204	e39m1	74227204	+	['ENST00000286523.5']
Gene_Expression=ELMSAN1_+_74254028.24-ENST00000394071.2~e39m1	Gene_Expression	ELMSAN1	24	74254028	e39m1	74254028	+	['ENST00000394071.2']
Gene_Expression=ELMSAN1_+_74254035.24-ENST00000394071.2~e39m1	Gene_Expression	ELMSAN1	24	74254035	e39m1	74254035	+	['ENST00000394071.2']
Gene_Expression=ELMSAN1_+_74254115.23-ENST00000394071.2~e39m1	Gene_Expression	ELMSAN1	23	74254115	e39m1	74254115	+	['ENST00000394071.2']
Gene_Expression=ELMSAN1_+_74254136.24-ENST00000394071.2~e39m1	Gene_Expression	ELMSAN1	24	74254136	e39m1	74254136	+	['ENST00000394071.2']
Gene_Expression=ELMSAN1_+_74254158.24-ENST00000394071.2~e39m1	Gene_Expression	ELMSAN1	24	74254158	e39m1	74254158	+	['ENST00000394071.2']
Gene_Expression=ELMSAN1_+_74254181.23-ENST00000394071.2~e39m1	Gene_Expression	ELMSAN1	23	74254181	e39m1	74254181	+	['ENST00000394071.2']
Gene_Expression=ELMSAN1_-_74227096.25-ENST00000286523.5~e39m1	Gene_Expression	ELMSAN1	25	74227096	e39m1	74227096	-	['ENST00000286523.5']
Gene_Expression=ELMSAN1_-_74227099.22-ENST00000286523.5~e39m1	Gene_Expression	ELMSAN1	22	74227099	e39m1	74227099	-	['ENST00000286523.5']
Gene_Expression=ELMSAN1_-_74227202.25-ENST00000286523.5~e39m1	Gene_Expression	ELMSAN1	25	74227202	e39m1	74227202	-	['ENST00000286523.5']
Gene_Expression=ELMSAN1_-_74227282.23-ENST00000286523.5~e39m1	Gene_Expression	ELMSAN1	23	74227282	e39m1	74227282	-	['ENST00000286523.5']
Gene_Expression=ELMSAN1_-_74254082.24-ENST00000394071.2~e39m1	Gene_Expression	ELMSAN1	24	74254082	e39m1	74254082	-	['ENST00000394071.2']
Gene_Expression=ELMSAN1_-_74254131.24-ENST00000394071.2~e39m1	Gene_Expression	ELMSAN1	24	74254131	e39m1	74254131	-	['ENST00000394071.2']
Gene_Expression=ELMSAN1_-_74254254.24-ENST00000394071.2~e39m1	Gene_Expression	ELMSAN1	24	74254254	e39m1	74254254	-	['ENST00000394071.2']
Gene_Expression=ELMSAN1_-_74254341.23-ENST00000394071.2~e39m1	Gene_Expression	ELMSAN1	23	74254341	e39m1	74254341	-	['ENST00000394071.2']
Apoptosis+Cancer+Other_Cancer=EP300_+_41487395.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	EP300	23	41487395	e39m1	41487395	+	['all']
Apoptosis+Cancer+Other_Cancer=EP300_+_41487574.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	EP300	24	41487574	e39m1	41487574	+	['all']
Apoptosis+Cancer+Other_Cancer=EP300_+_41487598.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	EP300	23	41487598	e39m1	41487598	+	['all']
Apoptosis+Cancer+Other_Cancer=EP300_+_41487672.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	EP300	24	41487672	e39m1	41487672	+	['all']
Apoptosis+Cancer+Other_Cancer=EP300_+_41487707.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	EP300	24	41487707	e39m1	41487707	+	['all']
Apoptosis+Cancer+Other_Cancer=EP300_-_41487423.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	EP300	23	41487423	e39m1	41487423	-	['all']
