sgId	Sublibrary	gene_name	length	pam coordinate	pass_score	position	strand	transcript_list
Apoptosis+Cancer+Other_Cancer=CENPI_-_100353393.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPI	24	100353393	e39m1	100353393	-	['all']
Apoptosis+Cancer+Other_Cancer=CENPI_-_100353398.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPI	24	100353398	e39m1	100353398	-	['all']
Apoptosis+Cancer+Other_Cancer=CENPI_-_100353471.22-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPI	22	100353471	e39m1	100353471	-	['all']
Apoptosis+Cancer+Other_Cancer=CENPJ_+_25496786.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPJ	24	25496786	e39m1	25496786	+	['all']
Apoptosis+Cancer+Other_Cancer=CENPJ_+_25496808.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPJ	24	25496808	e39m1	25496808	+	['all']
Apoptosis+Cancer+Other_Cancer=CENPJ_+_25496819.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPJ	24	25496819	e39m1	25496819	+	['all']
Apoptosis+Cancer+Other_Cancer=CENPJ_+_25496827.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPJ	24	25496827	e39m1	25496827	+	['all']
Apoptosis+Cancer+Other_Cancer=CENPJ_+_25496887.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPJ	24	25496887	e39m1	25496887	+	['all']
Apoptosis+Cancer+Other_Cancer=CENPJ_+_25496948.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPJ	24	25496948	e39m1	25496948	+	['all']
Apoptosis+Cancer+Other_Cancer=CENPJ_+_25496968.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPJ	23	25496968	e39m1	25496968	+	['all']
Apoptosis+Cancer+Other_Cancer=CENPJ_-_25496854.22-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPJ	22	25496854	e39m1	25496854	-	['all']
Apoptosis+Cancer+Other_Cancer=CENPJ_-_25497022.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPJ	24	25497022	e39m1	25497022	-	['all']
Apoptosis+Cancer+Other_Cancer=CENPJ_-_25497062.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPJ	23	25497062	e39m1	25497062	-	['all']
Gene_Expression=CENPK_+_64850628.28-ENST00000242872.3~e39m1	Gene_Expression	CENPK	28	64850628	e39m1	64850628	+	['ENST00000242872.3']
Gene_Expression=CENPK_+_64850691.25-ENST00000242872.3~e39m1	Gene_Expression	CENPK	25	64850691	e39m1	64850691	+	['ENST00000242872.3']
Gene_Expression=CENPK_+_64850709.23-ENST00000242872.3~e39m1	Gene_Expression	CENPK	23	64850709	e39m1	64850709	+	['ENST00000242872.3']
Gene_Expression=CENPK_+_64850721.23-ENST00000242872.3~e20m1	Gene_Expression	CENPK	23	64850721	e20m1	64850721	+	['ENST00000242872.3']
Gene_Expression=CENPK_+_64850759.21-ENST00000242872.3~e11m1	Gene_Expression	CENPK	21	64850759	e11m1	64850759	+	['ENST00000242872.3']
Gene_Expression=CENPK_+_64858792.24-ENST00000514814.1,ENST00000396679.1~e39m1	Gene_Expression	CENPK	24	64858792	e39m1	64858792	+	['ENST00000514814.1', 'ENST00000396679.1']
Gene_Expression=CENPK_+_64858843.23-ENST00000514814.1,ENST00000396679.1~e39m1	Gene_Expression	CENPK	23	64858843	e39m1	64858843	+	['ENST00000514814.1', 'ENST00000396679.1']
Gene_Expression=CENPK_+_64858891.24-ENST00000514814.1,ENST00000396679.1~e39m1	Gene_Expression	CENPK	24	64858891	e39m1	64858891	+	['ENST00000514814.1', 'ENST00000396679.1']
Gene_Expression=CENPK_+_64858912.24-ENST00000514814.1,ENST00000396679.1~e39m1	Gene_Expression	CENPK	24	64858912	e39m1	64858912	+	['ENST00000514814.1', 'ENST00000396679.1']
Gene_Expression=CENPK_+_64858943.22-ENST00000514814.1,ENST00000396679.1~e39m1	Gene_Expression	CENPK	22	64858943	e39m1	64858943	+	['ENST00000514814.1', 'ENST00000396679.1']
Gene_Expression=CENPK_+_64858981.23-ENST00000514814.1,ENST00000396679.1~e39m1	Gene_Expression	CENPK	23	64858981	e39m1	64858981	+	['ENST00000514814.1', 'ENST00000396679.1']
Gene_Expression=CENPK_+_64859007.24-ENST00000514814.1,ENST00000396679.1~e39m1	Gene_Expression	CENPK	24	64859007	e39m1	64859007	+	['ENST00000514814.1', 'ENST00000396679.1']
Gene_Expression=CENPK_-_64858780.24-ENST00000514814.1,ENST00000396679.1~e39m1	Gene_Expression	CENPK	24	64858780	e39m1	64858780	-	['ENST00000514814.1', 'ENST00000396679.1']
Gene_Expression=CENPK_-_64858854.24-ENST00000514814.1,ENST00000396679.1~e39m1	Gene_Expression	CENPK	24	64858854	e39m1	64858854	-	['ENST00000514814.1', 'ENST00000396679.1']
Gene_Expression=CENPK_-_64858956.24-ENST00000514814.1,ENST00000396679.1~e39m1	Gene_Expression	CENPK	24	64858956	e39m1	64858956	-	['ENST00000514814.1', 'ENST00000396679.1']
Apoptosis+Cancer+Other_Cancer=CENPM_+_42342910.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPM	23	42342910	e39m1	42342910	+	['all']
Apoptosis+Cancer+Other_Cancer=CENPM_+_42343022.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPM	24	42343022	e39m1	42343022	+	['all']
Apoptosis+Cancer+Other_Cancer=CENPM_+_42343065.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPM	24	42343065	e39m1	42343065	+	['all']
Apoptosis+Cancer+Other_Cancer=CENPM_+_42343105.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPM	23	42343105	e39m1	42343105	+	['all']
Apoptosis+Cancer+Other_Cancer=CENPM_+_42343134.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPM	24	42343134	e39m1	42343134	+	['all']
Apoptosis+Cancer+Other_Cancer=CENPM_+_42343148.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPM	23	42343148	e39m1	42343148	+	['all']
Apoptosis+Cancer+Other_Cancer=CENPM_+_42343174.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPM	23	42343174	e39m1	42343174	+	['all']
Apoptosis+Cancer+Other_Cancer=CENPM_-_42342918.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPM	24	42342918	e39m1	42342918	-	['all']
Apoptosis+Cancer+Other_Cancer=CENPM_-_42343030.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPM	24	42343030	e39m1	42343030	-	['all']
Apoptosis+Cancer+Other_Cancer=CENPM_-_42343188.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CENPM	24	42343188	e39m1	42343188	-	['all']
Stress_Proteostasis=CENPP_+_95087914.23-all~e39m1	Stress_Proteostasis	CENPP	23	95087914	e39m1	95087914	+	['all']
Stress_Proteostasis=CENPP_+_95087928.24-all~e39m1	Stress_Proteostasis	CENPP	24	95087928	e39m1	95087928	+	['all']
Stress_Proteostasis=CENPP_+_95087933.23-all~e39m1	Stress_Proteostasis	CENPP	23	95087933	e39m1	95087933	+	['all']
Stress_Proteostasis=CENPP_+_95087964.24-all~e39m1	Stress_Proteostasis	CENPP	24	95087964	e39m1	95087964	+	['all']
Stress_Proteostasis=CENPP_+_95087973.25-all~e39m1	Stress_Proteostasis	CENPP	25	95087973	e39m1	95087973	+	['all']
Stress_Proteostasis=CENPP_-_95087969.24-all~e39m1	Stress_Proteostasis	CENPP	24	95087969	e39m1	95087969	-	['all']
Stress_Proteostasis=CENPP_-_95087976.25-all~e39m1	Stress_Proteostasis	CENPP	25	95087976	e39m1	95087976	-	['all']
Stress_Proteostasis=CENPP_-_95087982.23-all~e39m1	Stress_Proteostasis	CENPP	23	95087982	e39m1	95087982	-	['all']
Stress_Proteostasis=CENPP_-_95088002.22-all~e39m1	Stress_Proteostasis	CENPP	22	95088002	e39m1	95088002	-	['all']
Stress_Proteostasis=CENPP_-_95088063.22-all~e39m1	Stress_Proteostasis	CENPP	22	95088063	e39m1	95088063	-	['all']
Gene_Expression=CENPT_+_67867599.24-ENST00000219172.3~e39m1	Gene_Expression	CENPT	24	67867599	e39m1	67867599	+	['ENST00000219172.3']
Gene_Expression=CENPT_+_67867611.22-ENST00000219172.3~e39m1	Gene_Expression	CENPT	22	67867611	e39m1	67867611	+	['ENST00000219172.3']
Gene_Expression=CENPT_+_67867641.24-ENST00000219172.3~e39m1	Gene_Expression	CENPT	24	67867641	e39m1	67867641	+	['ENST00000219172.3']
Gene_Expression=CENPT_+_67867656.23-ENST00000219172.3~e39m1	Gene_Expression	CENPT	23	67867656	e39m1	67867656	+	['ENST00000219172.3']
Gene_Expression=CENPT_+_67867701.24-ENST00000219172.3~e39m1	Gene_Expression	CENPT	24	67867701	e39m1	67867701	+	['ENST00000219172.3']
Gene_Expression=CENPT_+_67867772.24-ENST00000219172.3~e39m1	Gene_Expression	CENPT	24	67867772	e39m1	67867772	+	['ENST00000219172.3']
Gene_Expression=CENPT_+_67867815.24-ENST00000219172.3~e39m1	Gene_Expression	CENPT	24	67867815	e39m1	67867815	+	['ENST00000219172.3']
Gene_Expression=CENPT_+_67869073.24-ENST00000440851.2~e39m1	Gene_Expression	CENPT	24	67869073	e39m1	67869073	+	['ENST00000440851.2']
Gene_Expression=CENPT_+_67869096.25-ENST00000440851.2~e39m1	Gene_Expression	CENPT	25	67869096	e39m1	67869096	+	['ENST00000440851.2']
Gene_Expression=CENPT_+_67869120.27-ENST00000440851.2~e39m1	Gene_Expression	CENPT	27	67869120	e39m1	67869120	+	['ENST00000440851.2']
Gene_Expression=CENPT_+_67869174.25-ENST00000440851.2~e39m1	Gene_Expression	CENPT	25	67869174	e39m1	67869174	+	['ENST00000440851.2']
Gene_Expression=CENPT_+_67881200.24-ENST00000562787.1~e39m1	Gene_Expression	CENPT	24	67881200	e39m1	67881200	+	['ENST00000562787.1']
Gene_Expression=CENPT_+_67881214.24-ENST00000562787.1~e39m1	Gene_Expression	CENPT	24	67881214	e39m1	67881214	+	['ENST00000562787.1']
Gene_Expression=CENPT_-_67867747.23-ENST00000219172.3~e39m1	Gene_Expression	CENPT	23	67867747	e39m1	67867747	-	['ENST00000219172.3']
Gene_Expression=CENPT_-_67867769.23-ENST00000219172.3~e39m1	Gene_Expression	CENPT	23	67867769	e39m1	67867769	-	['ENST00000219172.3']
Gene_Expression=CENPT_-_67867775.23-ENST00000219172.3~e39m1	Gene_Expression	CENPT	23	67867775	e39m1	67867775	-	['ENST00000219172.3']
Gene_Expression=CENPT_-_67869111.24-ENST00000440851.2~e39m1	Gene_Expression	CENPT	24	67869111	e39m1	67869111	-	['ENST00000440851.2']
Gene_Expression=CENPT_-_67869179.26-ENST00000440851.2~e39m1	Gene_Expression	CENPT	26	67869179	e39m1	67869179	-	['ENST00000440851.2']
Gene_Expression=CENPT_-_67881108.24-ENST00000562787.1~e39m1	Gene_Expression	CENPT	24	67881108	e39m1	67881108	-	['ENST00000562787.1']
Gene_Expression=CENPT_-_67881120.24-ENST00000562787.1~e39m1	Gene_Expression	CENPT	24	67881120	e39m1	67881120	-	['ENST00000562787.1']
Gene_Expression=CENPT_-_67881141.24-ENST00000562787.1~e39m1	Gene_Expression	CENPT	24	67881141	e39m1	67881141	-	['ENST00000562787.1']
Gene_Expression=CENPT_-_67881166.24-ENST00000562787.1~e39m1	Gene_Expression	CENPT	24	67881166	e39m1	67881166	-	['ENST00000562787.1']
Gene_Expression=CENPT_-_67881311.23-ENST00000562787.1~e39m1	Gene_Expression	CENPT	23	67881311	e39m1	67881311	-	['ENST00000562787.1']
Gene_Expression=CENPT_-_67881317.24-ENST00000562787.1~e39m1	Gene_Expression	CENPT	24	67881317	e39m1	67881317	-	['ENST00000562787.1']
Gene_Expression=CENPT_-_67881387.24-ENST00000562787.1~e39m1	Gene_Expression	CENPT	24	67881387	e39m1	67881387	-	['ENST00000562787.1']
Gene_Expression=CENPW_+_126661305.23-all~e39m1	Gene_Expression	CENPW	23	126661305	e39m1	126661305	+	['all']
Gene_Expression=CENPW_+_126661345.24-all~e39m1	Gene_Expression	CENPW	24	126661345	e39m1	126661345	+	['all']
Gene_Expression=CENPW_+_126661352.22-all~e39m1	Gene_Expression	CENPW	22	126661352	e39m1	126661352	+	['all']
Gene_Expression=CENPW_+_126661470.24-all~e39m1	Gene_Expression	CENPW	24	126661470	e39m1	126661470	+	['all']
Gene_Expression=CENPW_-_126661296.22-all~e39m1	Gene_Expression	CENPW	22	126661296	e39m1	126661296	-	['all']
Gene_Expression=CENPW_-_126661477.24-all~e39m1	Gene_Expression	CENPW	24	126661477	e39m1	126661477	-	['all']
Gene_Expression=CENPW_-_126661524.24-all~e39m1	Gene_Expression	CENPW	24	126661524	e39m1	126661524	-	['all']
Gene_Expression=CENPW_-_126661567.23-all~e39m1	Gene_Expression	CENPW	23	126661567	e39m1	126661567	-	['all']
Gene_Expression=CENPW_-_126661590.24-all~e39m1	Gene_Expression	CENPW	24	126661590	e39m1	126661590	-	['all']
Gene_Expression=CENPW_-_126661595.24-all~e39m1	Gene_Expression	CENPW	24	126661595	e39m1	126661595	-	['all']
Membrane_Proteins=CEP120_+_122758741.21-ENST00000306467.5~e39m1	Membrane_Proteins	CEP120	21	122758741	e39m1	122758741	+	['ENST00000306467.5']
Membrane_Proteins=CEP120_+_122758814.24-ENST00000306467.5~e39m1	Membrane_Proteins	CEP120	24	122758814	e39m1	122758814	+	['ENST00000306467.5']
Membrane_Proteins=CEP120_+_122758884.24-ENST00000306467.5~e39m1	Membrane_Proteins	CEP120	24	122758884	e39m1	122758884	+	['ENST00000306467.5']
Membrane_Proteins=CEP120_+_122758901.23-ENST00000306467.5~e39m1	Membrane_Proteins	CEP120	23	122758901	e39m1	122758901	+	['ENST00000306467.5']
Membrane_Proteins=CEP120_+_122758992.24-all~e39m1	Membrane_Proteins	CEP120	24	122758992	e39m1	122758992	+	['all']
Membrane_Proteins=CEP120_+_122759036.24-ENST00000328236.5~e39m1	Membrane_Proteins	CEP120	24	122759036	e39m1	122759036	+	['ENST00000328236.5']
Membrane_Proteins=CEP120_+_122759132.24-ENST00000328236.5~e39m1	Membrane_Proteins	CEP120	24	122759132	e39m1	122759132	+	['ENST00000328236.5']
Membrane_Proteins=CEP120_+_122759179.23-ENST00000328236.5~e39m1	Membrane_Proteins	CEP120	23	122759179	e39m1	122759179	+	['ENST00000328236.5']
Membrane_Proteins=CEP120_+_122759222.23-ENST00000328236.5~e39m1	Membrane_Proteins	CEP120	23	122759222	e39m1	122759222	+	['ENST00000328236.5']
Membrane_Proteins=CEP120_+_122759256.24-ENST00000328236.5~e39m1	Membrane_Proteins	CEP120	24	122759256	e39m1	122759256	+	['ENST00000328236.5']
Membrane_Proteins=CEP120_-_122758728.24-ENST00000306467.5~e39m1	Membrane_Proteins	CEP120	24	122758728	e39m1	122758728	-	['ENST00000306467.5']
Membrane_Proteins=CEP120_-_122758756.23-ENST00000306467.5~e39m1	Membrane_Proteins	CEP120	23	122758756	e39m1	122758756	-	['ENST00000306467.5']
Membrane_Proteins=CEP120_-_122758861.23-ENST00000306467.5~e39m1	Membrane_Proteins	CEP120	23	122758861	e39m1	122758861	-	['ENST00000306467.5']
Membrane_Proteins=CEP120_-_122759011.24-all~e39m1	Membrane_Proteins	CEP120	24	122759011	e39m1	122759011	-	['all']
Membrane_Proteins=CEP120_-_122759240.24-ENST00000328236.5~e39m1	Membrane_Proteins	CEP120	24	122759240	e39m1	122759240	-	['ENST00000328236.5']
Membrane_Proteins=CEP120_-_122759254.22-ENST00000328236.5~e39m1	Membrane_Proteins	CEP120	22	122759254	e39m1	122759254	-	['ENST00000328236.5']
Apoptosis+Cancer+Other_Cancer=CEP135_+_56815175.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP135	24	56815175	e39m1	56815175	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP135_+_56815273.22-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP135	22	56815273	e39m1	56815273	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP135_+_56815279.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP135	23	56815279	e39m1	56815279	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP135_-_56815154.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP135	23	56815154	e39m1	56815154	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP135_-_56815194.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP135	24	56815194	e39m1	56815194	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP135_-_56815241.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP135	24	56815241	e39m1	56815241	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP135_-_56815290.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP135	24	56815290	e39m1	56815290	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP135_-_56815310.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP135	24	56815310	e39m1	56815310	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP135_-_56815321.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP135	24	56815321	e39m1	56815321	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP135_-_56815370.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP135	24	56815370	e39m1	56815370	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP152_+_49103072.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP152	25	49103072	e39m1	49103072	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP152_+_49103105.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP152	25	49103105	e39m1	49103105	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP152_+_49103114.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP152	25	49103114	e39m1	49103114	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP152_+_49103129.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP152	24	49103129	e39m1	49103129	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP152_+_49103178.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP152	24	49103178	e39m1	49103178	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP152_+_49103196.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP152	24	49103196	e39m1	49103196	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP152_+_49103208.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP152	24	49103208	e39m1	49103208	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP152_-_49103102.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP152	24	49103102	e39m1	49103102	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP152_-_49103162.22-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP152	22	49103162	e39m1	49103162	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP152_-_49103185.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP152	24	49103185	e39m1	49103185	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP192_+_12991374.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP192	24	12991374	e39m1	12991374	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP192_+_12991410.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP192	23	12991410	e39m1	12991410	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP192_+_12991461.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP192	24	12991461	e39m1	12991461	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP192_+_12991467.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP192	24	12991467	e39m1	12991467	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP192_-_12991337.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP192	24	12991337	e39m1	12991337	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP192_-_12991423.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP192	23	12991423	e39m1	12991423	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP192_-_12991445.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP192	24	12991445	e39m1	12991445	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP192_-_12991526.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP192	23	12991526	e39m1	12991526	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP192_-_12991540.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP192	24	12991540	e39m1	12991540	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP192_-_12991589.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP192	24	12991589	e39m1	12991589	-	['all']
essential_crispri=CEP192_+_12991312.23-all~e39m1	essential_crispri	CEP192	23	12991312	e39m1	12991312	+	['all']
essential_crispri=CEP192_+_12991519.24-all~e39m1	essential_crispri	CEP192	24	12991519	e39m1	12991519	+	['all']
essential_crispri=CEP192_+_12991604.24-all~e39m1	essential_crispri	CEP192	24	12991604	e39m1	12991604	+	['all']
essential_crispri=CEP192_-_12991369.24-all~e39m1	essential_crispri	CEP192	24	12991369	e39m1	12991369	-	['all']
essential_crispri=CEP192_-_12991431.24-all~e39m1	essential_crispri	CEP192	24	12991431	e39m1	12991431	-	['all']
essential_crispri=CEP192_-_12991444.23-all~e39m1	essential_crispri	CEP192	23	12991444	e39m1	12991444	-	['all']
essential_crispri=CEP192_-_12991589.22-all~e39m1	essential_crispri	CEP192	22	12991589	e39m1	12991589	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP350_+_179924021.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP350	24	179924021	e39m1	179924021	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP350_+_179924041.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP350	24	179924041	e39m1	179924041	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP350_+_179924122.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP350	24	179924122	e39m1	179924122	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP350_-_179923847.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP350	24	179923847	e39m1	179923847	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP350_-_179923962.22-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP350	22	179923962	e39m1	179923962	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP350_-_179923996.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP350	24	179923996	e39m1	179923996	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP350_-_179924001.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP350	23	179924001	e39m1	179924001	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP350_-_179924051.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP350	24	179924051	e39m1	179924051	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP350_-_179924074.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP350	24	179924074	e39m1	179924074	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP350_-_179924133.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP350	24	179924133	e39m1	179924133	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP63_+_134205089.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP63	25	134205089	e39m1	134205089	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP63_+_134205123.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP63	25	134205123	e39m1	134205123	+	['all']
Apoptosis+Cancer+Other_Cancer=CEP63_-_134205077.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP63	24	134205077	e39m1	134205077	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP63_-_134205095.22-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP63	22	134205095	e39m1	134205095	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP63_-_134205107.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP63	23	134205107	e39m1	134205107	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP63_-_134205118.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP63	24	134205118	e39m1	134205118	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP63_-_134205168.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP63	25	134205168	e39m1	134205168	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP63_-_134205176.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP63	24	134205176	e39m1	134205176	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP63_-_134205184.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP63	24	134205184	e39m1	134205184	-	['all']
Apoptosis+Cancer+Other_Cancer=CEP63_-_134205191.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CEP63	24	134205191	e39m1	134205191	-	['all']
Apoptosis+Cancer+Other_Cancer=CHAF1A_+_4402623.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CHAF1A	24	4402623	e39m1	4402623	+	['all']
Apoptosis+Cancer+Other_Cancer=CHAF1A_+_4402632.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	CHAF1A	23	4402632	e39m1	4402632	+	['all']
Apoptosis+Cancer+Other_Cancer=CHAF1A_+_4402722.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CHAF1A	24	4402722	e39m1	4402722	+	['all']
Apoptosis+Cancer+Other_Cancer=CHAF1A_+_4402728.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CHAF1A	24	4402728	e39m1	4402728	+	['all']
Apoptosis+Cancer+Other_Cancer=CHAF1A_-_4402710.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CHAF1A	24	4402710	e39m1	4402710	-	['all']
Apoptosis+Cancer+Other_Cancer=CHAF1A_-_4402739.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CHAF1A	24	4402739	e39m1	4402739	-	['all']
Apoptosis+Cancer+Other_Cancer=CHAF1A_-_4402783.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	CHAF1A	23	4402783	e39m1	4402783	-	['all']
Apoptosis+Cancer+Other_Cancer=CHAF1A_-_4402811.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	CHAF1A	23	4402811	e39m1	4402811	-	['all']
Apoptosis+Cancer+Other_Cancer=CHAF1A_-_4402833.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CHAF1A	24	4402833	e39m1	4402833	-	['all']
Apoptosis+Cancer+Other_Cancer=CHAF1A_-_4402941.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	CHAF1A	24	4402941	e39m1	4402941	-	['all']
essential_crispri=CHAF1A_+_4402635.23-all~e39m1	essential_crispri	CHAF1A	23	4402635	e39m1	4402635	+	['all']
essential_crispri=CHAF1A_+_4402702.24-all~e39m1	essential_crispri	CHAF1A	24	4402702	e39m1	4402702	+	['all']
essential_crispri=CHAF1A_+_4402909.24-all~e39m1	essential_crispri	CHAF1A	24	4402909	e39m1	4402909	+	['all']
essential_crispri=CHAF1A_-_4402755.23-all~e39m1	essential_crispri	CHAF1A	23	4402755	e39m1	4402755	-	['all']
essential_crispri=CHAF1A_-_4402821.23-all~e39m1	essential_crispri	CHAF1A	23	4402821	e39m1	4402821	-	['all']
essential_crispri=CHAF1A_-_4402833.23-all~e39m1	essential_crispri	CHAF1A	23	4402833	e39m1	4402833	-	['all']
